Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,29/02/2016 17:00,402.89999,ug m-3,R
CT4,NO,29/02/2016 18:00,63.00000,ug m-3,R
CT4,NO,29/02/2016 19:00,94.40000,ug m-3,R
CT4,NO,29/02/2016 20:00,88.50000,ug m-3,R
CT4,NO,29/02/2016 21:00,126.90000,ug m-3,R
CT4,NO,29/02/2016 22:00,117.60000,ug m-3,R
CT4,NO,29/02/2016 23:00,47.00000,ug m-3,R
CT4,NO,01/03/2016 00:00,29.50000,ug m-3,R
CT4,NO,01/03/2016 01:00,3.10000,ug m-3,R
CT4,NO,01/03/2016 02:00,2.90000,ug m-3,R
CT4,NO,01/03/2016 03:00,1.30000,ug m-3,R
CT4,NO,01/03/2016 04:00,4.10000,ug m-3,R
CT4,NO,01/03/2016 05:00,6.20000,ug m-3,R
CT4,NO,01/03/2016 06:00,55.70000,ug m-3,R
CT4,NO,01/03/2016 07:00,149.10001,ug m-3,R
CT4,NO,01/03/2016 08:00,135.10001,ug m-3,R
CT4,NO,01/03/2016 09:00,178.70000,ug m-3,R
CT4,NO,01/03/2016 10:00,159.00000,ug m-3,R
CT4,NO,01/03/2016 11:00,167.89999,ug m-3,R
CT4,NO,01/03/2016 12:00,197.00000,ug m-3,R
CT4,NO,01/03/2016 13:00,170.50000,ug m-3,R
CT4,NO,01/03/2016 14:00,192.00000,ug m-3,R
CT4,NO,01/03/2016 15:00,170.60001,ug m-3,R
CT4,NO,01/03/2016 16:00,97.90000,ug m-3,R
CT4,NO,01/03/2016 17:00,66.90000,ug m-3,R
CT4,NO,01/03/2016 18:00,138.20000,ug m-3,R
CT4,NO,01/03/2016 19:00,104.10000,ug m-3,R
CT4,NO,01/03/2016 20:00,81.10000,ug m-3,R
CT4,NO,01/03/2016 21:00,97.90000,ug m-3,R
CT4,NO,01/03/2016 22:00,105.90000,ug m-3,R
CT4,NO,01/03/2016 23:00,63.10000,ug m-3,R
CT4,NO,02/03/2016 00:00,45.30000,ug m-3,R
CT4,NO,02/03/2016 01:00,9.80000,ug m-3,R
CT4,NO,02/03/2016 02:00,11.20000,ug m-3,R
CT4,NO,02/03/2016 03:00,9.20000,ug m-3,R
CT4,NO,02/03/2016 04:00,6.90000,ug m-3,R
CT4,NO,02/03/2016 05:00,18.60000,ug m-3,R
CT4,NO,02/03/2016 06:00,80.60000,ug m-3,R
CT4,NO,02/03/2016 07:00,110.20000,ug m-3,R
CT4,NO,02/03/2016 08:00,185.10001,ug m-3,R
CT4,NO,02/03/2016 09:00,145.50000,ug m-3,R
CT4,NO,02/03/2016 10:00,153.10001,ug m-3,R
CT4,NO,02/03/2016 11:00,193.50000,ug m-3,R
CT4,NO,02/03/2016 12:00,153.30000,ug m-3,R
CT4,NO,02/03/2016 13:00,147.70000,ug m-3,R
CT4,NO,02/03/2016 14:00,130.20000,ug m-3,R
CT4,NO,02/03/2016 15:00,133.80000,ug m-3,R
CT4,NO,02/03/2016 16:00,124.40000,ug m-3,R
CT4,NO,02/03/2016 17:00,303.50000,ug m-3,R
CT4,NO,02/03/2016 18:00,329.20001,ug m-3,R
CT4,NO,02/03/2016 19:00,178.30000,ug m-3,R
CT4,NO,02/03/2016 20:00,112.60000,ug m-3,R
CT4,NO,02/03/2016 21:00,174.00000,ug m-3,R
CT4,NO,02/03/2016 22:00,223.20000,ug m-3,R
CT4,NO,02/03/2016 23:00,159.10001,ug m-3,R
CT4,NO,03/03/2016 00:00,87.10000,ug m-3,R
CT4,NO,03/03/2016 01:00,8.30000,ug m-3,R
CT4,NO,03/03/2016 02:00,3.10000,ug m-3,R
CT4,NO,03/03/2016 03:00,1.00000,ug m-3,R
CT4,NO,03/03/2016 04:00,1.40000,ug m-3,R
CT4,NO,03/03/2016 05:00,5.50000,ug m-3,R
CT4,NO,03/03/2016 06:00,41.00000,ug m-3,R
CT4,NO,03/03/2016 07:00,198.60001,ug m-3,R
CT4,NO,03/03/2016 08:00,345.70001,ug m-3,R
CT4,NO,03/03/2016 09:00,559.29999,ug m-3,R
CT4,NO,03/03/2016 10:00,598.50000,ug m-3,R
CT4,NO,03/03/2016 11:00,597.79999,ug m-3,R
CT4,NO,03/03/2016 12:00,689.29999,ug m-3,R
CT4,NO,03/03/2016 13:00,316.50000,ug m-3,R
CT4,NO,03/03/2016 14:00,450.89999,ug m-3,R
CT4,NO,03/03/2016 15:00,400.79999,ug m-3,R
CT4,NO,03/03/2016 16:00,515.90002,ug m-3,R
CT4,NO,03/03/2016 17:00,310.79999,ug m-3,R
CT4,NO,03/03/2016 18:00,269.00000,ug m-3,R
CT4,NO,03/03/2016 19:00,265.60001,ug m-3,R
CT4,NO,03/03/2016 20:00,146.60001,ug m-3,R
CT4,NO,03/03/2016 21:00,110.90000,ug m-3,R
CT4,NO,03/03/2016 22:00,141.89999,ug m-3,R
CT4,NO,03/03/2016 23:00,107.70000,ug m-3,R
CT4,NO,04/03/2016 00:00,80.20000,ug m-3,R
CT4,NO,04/03/2016 01:00,19.20000,ug m-3,R
CT4,NO,04/03/2016 02:00,18.00000,ug m-3,R
CT4,NO,04/03/2016 03:00,10.30000,ug m-3,R
CT4,NO,04/03/2016 04:00,10.20000,ug m-3,R
CT4,NO,04/03/2016 05:00,33.90000,ug m-3,R
CT4,NO,04/03/2016 06:00,106.40000,ug m-3,R
CT4,NO,04/03/2016 07:00,331.39999,ug m-3,R
CT4,NO,04/03/2016 08:00,350.00000,ug m-3,R
CT4,NO,04/03/2016 09:00,355.70001,ug m-3,R
CT4,NO,04/03/2016 10:00,488.79999,ug m-3,R
CT4,NO,04/03/2016 11:00,257.39999,ug m-3,R
CT4,NO,04/03/2016 12:00,229.80000,ug m-3,R
CT4,NO,04/03/2016 13:00,177.60001,ug m-3,R
CT4,NO,04/03/2016 14:00,217.80000,ug m-3,R
CT4,NO,04/03/2016 15:00,166.20000,ug m-3,R
CT4,NO,04/03/2016 16:00,224.30000,ug m-3,R
CT4,NO,04/03/2016 17:00,364.39999,ug m-3,R
CT4,NO,04/03/2016 18:00,524.70001,ug m-3,R
CT4,NO,04/03/2016 19:00,346.29999,ug m-3,R
CT4,NO,04/03/2016 20:00,292.20001,ug m-3,R
CT4,NO,04/03/2016 21:00,270.39999,ug m-3,R
CT4,NO,04/03/2016 22:00,343.20001,ug m-3,R
CT4,NO,04/03/2016 23:00,841.59998,ug m-3,R
CT4,NO,05/03/2016 00:00,408.29999,ug m-3,R
CT4,NO,05/03/2016 01:00,81.10000,ug m-3,R
CT4,NO,05/03/2016 02:00,66.60000,ug m-3,R
CT4,NO,05/03/2016 03:00,45.40000,ug m-3,R
CT4,NO,05/03/2016 04:00,26.60000,ug m-3,R
CT4,NO,05/03/2016 05:00,31.10000,ug m-3,R
CT4,NO,05/03/2016 06:00,56.30000,ug m-3,R
CT4,NO,05/03/2016 07:00,73.10000,ug m-3,R
CT4,NO,05/03/2016 08:00,51.20000,ug m-3,R
CT4,NO,05/03/2016 09:00,90.60000,ug m-3,R
CT4,NO,05/03/2016 10:00,45.60000,ug m-3,R
CT4,NO,05/03/2016 11:00,59.70000,ug m-3,R
CT4,NO,05/03/2016 12:00,51.60000,ug m-3,R
CT4,NO,05/03/2016 13:00,23.10000,ug m-3,R
CT4,NO,05/03/2016 14:00,38.60000,ug m-3,R
CT4,NO,05/03/2016 15:00,42.30000,ug m-3,R
CT4,NO,05/03/2016 16:00,43.90000,ug m-3,R
CT4,NO,05/03/2016 17:00,33.80000,ug m-3,R
CT4,NO,05/03/2016 18:00,47.90000,ug m-3,R
CT4,NO,05/03/2016 19:00,44.90000,ug m-3,R
CT4,NO,05/03/2016 20:00,32.90000,ug m-3,R
CT4,NO,05/03/2016 21:00,95.40000,ug m-3,R
CT4,NO,05/03/2016 22:00,98.70000,ug m-3,R
CT4,NO,05/03/2016 23:00,91.70000,ug m-3,R
CT4,NO,06/03/2016 00:00,54.90000,ug m-3,R
CT4,NO,06/03/2016 01:00,19.40000,ug m-3,R
CT4,NO,06/03/2016 02:00,17.50000,ug m-3,R
CT4,NO,06/03/2016 03:00,19.90000,ug m-3,R
CT4,NO,06/03/2016 04:00,6.70000,ug m-3,R
CT4,NO,06/03/2016 05:00,3.60000,ug m-3,R
CT4,NO,06/03/2016 06:00,8.40000,ug m-3,R
CT4,NO,06/03/2016 07:00,18.60000,ug m-3,R
CT4,NO,06/03/2016 08:00,21.30000,ug m-3,R
CT4,NO,06/03/2016 09:00,36.00000,ug m-3,R
CT4,NO,06/03/2016 10:00,32.30000,ug m-3,R
CT4,NO,06/03/2016 11:00,57.90000,ug m-3,R
CT4,NO,06/03/2016 12:00,55.90000,ug m-3,R
CT4,NO,06/03/2016 13:00,79.90000,ug m-3,R
CT4,NO,06/03/2016 14:00,80.40000,ug m-3,R
CT4,NO,06/03/2016 15:00,74.50000,ug m-3,R
CT4,NO,06/03/2016 16:00,70.90000,ug m-3,R
CT4,NO,06/03/2016 17:00,129.70000,ug m-3,R
CT4,NO,06/03/2016 18:00,137.39999,ug m-3,R
CT4,NO,06/03/2016 19:00,74.90000,ug m-3,R
CT4,NO,06/03/2016 20:00,69.20000,ug m-3,R
CT4,NO,06/03/2016 21:00,40.30000,ug m-3,R
CT4,NO,06/03/2016 22:00,50.80000,ug m-3,R
CT4,NO,06/03/2016 23:00,34.10000,ug m-3,R
CT4,NO,07/03/2016 00:00,21.30000,ug m-3,R
CT4,NO,07/03/2016 01:00,2.90000,ug m-3,R
CT4,NO,07/03/2016 02:00,12.80000,ug m-3,R
CT4,NO,07/03/2016 03:00,3.80000,ug m-3,R
CT4,NO,07/03/2016 04:00,4.20000,ug m-3,R
CT4,NO,07/03/2016 05:00,22.30000,ug m-3,R
CT4,NO,07/03/2016 06:00,192.70000,ug m-3,R
CT4,NO,07/03/2016 07:00,229.60001,ug m-3,R
CT4,NO,07/03/2016 08:00,239.60001,ug m-3,R
CT4,NO,07/03/2016 09:00,301.60001,ug m-3,R
CT4,NO,07/03/2016 10:00,305.50000,ug m-3,R
CT4,NO,07/03/2016 11:00,,ug m-3,R
CT4,NO,07/03/2016 12:00,127.50000,ug m-3,R
CT4,NO,07/03/2016 13:00,146.89999,ug m-3,R
CT4,NO,07/03/2016 14:00,189.00000,ug m-3,R
CT4,NO,07/03/2016 15:00,107.10000,ug m-3,R
CT4,NO,07/03/2016 16:00,138.89999,ug m-3,R
CT4,NO,07/03/2016 17:00,93.00000,ug m-3,R
CT4,NO,07/03/2016 18:00,186.80000,ug m-3,R
CT4,NO,07/03/2016 19:00,135.60001,ug m-3,R
CT4,NO,07/03/2016 20:00,287.70001,ug m-3,R
CT4,NO,07/03/2016 21:00,199.60001,ug m-3,R
CT4,NO,07/03/2016 22:00,320.89999,ug m-3,R
CT4,NO,07/03/2016 23:00,138.39999,ug m-3,R
CT4,NO,08/03/2016 00:00,143.10001,ug m-3,R
CT4,NO,08/03/2016 01:00,70.10000,ug m-3,R
CT4,NO,08/03/2016 02:00,59.10000,ug m-3,R
CT4,NO,08/03/2016 03:00,62.60000,ug m-3,R
CT4,NO,08/03/2016 04:00,79.10000,ug m-3,R
CT4,NO,08/03/2016 05:00,92.70000,ug m-3,R
CT4,NO,08/03/2016 06:00,324.70001,ug m-3,R
CT4,NO,08/03/2016 07:00,548.29999,ug m-3,R
CT4,NO,08/03/2016 08:00,865.50000,ug m-3,R
CT4,NO,08/03/2016 09:00,435.79999,ug m-3,R
CT4,NO,08/03/2016 10:00,458.00000,ug m-3,R
CT4,NO,08/03/2016 11:00,415.60001,ug m-3,R
CT4,NO,08/03/2016 12:00,287.00000,ug m-3,R
CT4,NO,08/03/2016 13:00,141.39999,ug m-3,R
CT4,NO,08/03/2016 14:00,199.10001,ug m-3,R
CT4,NO,08/03/2016 15:00,175.10001,ug m-3,R
CT4,NO,08/03/2016 16:00,170.10001,ug m-3,R
CT4,NO,08/03/2016 17:00,190.50000,ug m-3,R
CT4,NO,08/03/2016 18:00,223.10001,ug m-3,R
CT4,NO,08/03/2016 19:00,149.00000,ug m-3,R
CT4,NO,08/03/2016 20:00,63.60000,ug m-3,R
CT4,NO,08/03/2016 21:00,56.10000,ug m-3,R
CT4,NO,08/03/2016 22:00,28.40000,ug m-3,R
CT4,NO,08/03/2016 23:00,48.00000,ug m-3,R
CT4,NO,09/03/2016 00:00,11.20000,ug m-3,R
CT4,NO,09/03/2016 01:00,8.60000,ug m-3,R
CT4,NO,09/03/2016 02:00,5.40000,ug m-3,R
CT4,NO,09/03/2016 03:00,7.00000,ug m-3,R
CT4,NO,09/03/2016 04:00,15.00000,ug m-3,R
CT4,NO,09/03/2016 05:00,28.90000,ug m-3,R
CT4,NO,09/03/2016 06:00,118.90000,ug m-3,R
CT4,NO,09/03/2016 07:00,184.39999,ug m-3,R
CT4,NO,09/03/2016 08:00,422.20001,ug m-3,R
CT4,NO,09/03/2016 09:00,414.60001,ug m-3,R
CT4,NO,09/03/2016 10:00,387.70001,ug m-3,R
CT4,NO,09/03/2016 11:00,1042.09998,ug m-3,R
CT4,NO,09/03/2016 12:00,475.39999,ug m-3,R
CT4,NO,09/03/2016 13:00,309.20001,ug m-3,R
CT4,NO,09/03/2016 14:00,216.00000,ug m-3,R
CT4,NO,09/03/2016 15:00,790.79999,ug m-3,R
CT4,NO,09/03/2016 16:00,187.60001,ug m-3,R
CT4,NO,09/03/2016 17:00,184.10001,ug m-3,R
CT4,NO,09/03/2016 18:00,234.20000,ug m-3,R
CT4,NO,09/03/2016 19:00,342.10001,ug m-3,R
CT4,NO,09/03/2016 20:00,153.50000,ug m-3,R
CT4,NO,09/03/2016 21:00,134.10001,ug m-3,R
CT4,NO,09/03/2016 22:00,322.50000,ug m-3,R
CT4,NO,09/03/2016 23:00,203.89999,ug m-3,R
CT4,NO,10/03/2016 00:00,137.30000,ug m-3,R
CT4,NO,10/03/2016 01:00,43.80000,ug m-3,R
CT4,NO,10/03/2016 02:00,41.20000,ug m-3,R
CT4,NO,10/03/2016 03:00,31.40000,ug m-3,R
CT4,NO,10/03/2016 04:00,20.00000,ug m-3,R
CT4,NO,10/03/2016 05:00,33.10000,ug m-3,R
CT4,NO,10/03/2016 06:00,249.39999,ug m-3,R
CT4,NO,10/03/2016 07:00,537.00000,ug m-3,R
CT4,NO,10/03/2016 08:00,604.09998,ug m-3,R
CT4,NO,10/03/2016 09:00,726.20001,ug m-3,R
CT4,NO,10/03/2016 10:00,,ug m-3,R
CT4,NO,10/03/2016 11:00,,ug m-3,R
CT4,NO,10/03/2016 12:00,756.79999,ug m-3,R
CT4,NO,10/03/2016 13:00,425.20001,ug m-3,R
CT4,NO,10/03/2016 14:00,669.09998,ug m-3,R
CT4,NO,10/03/2016 15:00,633.90002,ug m-3,R
CT4,NO,10/03/2016 16:00,611.59998,ug m-3,R
CT4,NO,10/03/2016 17:00,582.29999,ug m-3,R
CT4,NO,10/03/2016 18:00,622.09998,ug m-3,R
CT4,NO,10/03/2016 19:00,839.00000,ug m-3,R
CT4,NO,10/03/2016 20:00,659.09998,ug m-3,R
CT4,NO,10/03/2016 21:00,460.60001,ug m-3,R
CT4,NO,10/03/2016 22:00,679.79999,ug m-3,R
CT4,NO,10/03/2016 23:00,353.50000,ug m-3,R
CT4,NO,11/03/2016 00:00,223.50000,ug m-3,R
CT4,NO,11/03/2016 01:00,92.40000,ug m-3,R
CT4,NO,11/03/2016 02:00,69.80000,ug m-3,R
CT4,NO,11/03/2016 03:00,57.10000,ug m-3,R
CT4,NO,11/03/2016 04:00,53.80000,ug m-3,R
CT4,NO,11/03/2016 05:00,73.50000,ug m-3,R
CT4,NO,11/03/2016 06:00,137.89999,ug m-3,R
CT4,NO,11/03/2016 07:00,382.00000,ug m-3,R
CT4,NO,11/03/2016 08:00,588.40002,ug m-3,R
CT4,NO,11/03/2016 09:00,973.29999,ug m-3,R
CT4,NO,11/03/2016 10:00,977.59998,ug m-3,R
CT4,NO,11/03/2016 11:00,823.79999,ug m-3,R
CT4,NO,11/03/2016 12:00,496.70001,ug m-3,R
CT4,NO,11/03/2016 13:00,242.60001,ug m-3,R
CT4,NO,11/03/2016 14:00,286.20001,ug m-3,R
CT4,NO,11/03/2016 15:00,255.00000,ug m-3,R
CT4,NO,11/03/2016 16:00,307.79999,ug m-3,R
CT4,NO,11/03/2016 17:00,256.70001,ug m-3,R
CT4,NO,11/03/2016 18:00,151.89999,ug m-3,R
CT4,NO,11/03/2016 19:00,305.89999,ug m-3,R
CT4,NO,11/03/2016 20:00,182.70000,ug m-3,R
CT4,NO,11/03/2016 21:00,268.00000,ug m-3,R
CT4,NO,11/03/2016 22:00,270.50000,ug m-3,R
CT4,NO,11/03/2016 23:00,416.89999,ug m-3,R
CT4,NO,12/03/2016 00:00,192.50000,ug m-3,R
CT4,NO,12/03/2016 01:00,115.60000,ug m-3,R
CT4,NO,12/03/2016 02:00,80.30000,ug m-3,R
CT4,NO,12/03/2016 03:00,75.80000,ug m-3,R
CT4,NO,12/03/2016 04:00,58.30000,ug m-3,R
CT4,NO,12/03/2016 05:00,55.00000,ug m-3,R
CT4,NO,12/03/2016 06:00,51.70000,ug m-3,R
CT4,NO,12/03/2016 07:00,150.00000,ug m-3,R
CT4,NO,12/03/2016 08:00,152.50000,ug m-3,R
CT4,NO,12/03/2016 09:00,181.89999,ug m-3,R
CT4,NO,12/03/2016 10:00,55.50000,ug m-3,R
CT4,NO,12/03/2016 11:00,59.50000,ug m-3,R
CT4,NO,12/03/2016 12:00,32.80000,ug m-3,R
CT4,NO,12/03/2016 13:00,11.50000,ug m-3,R
CT4,NO,12/03/2016 14:00,13.10000,ug m-3,R
CT4,NO,12/03/2016 15:00,64.30000,ug m-3,R
CT4,NO,12/03/2016 16:00,133.80000,ug m-3,R
CT4,NO,12/03/2016 17:00,117.20000,ug m-3,R
CT4,NO,12/03/2016 18:00,115.00000,ug m-3,R
CT4,NO,12/03/2016 19:00,116.60000,ug m-3,R
CT4,NO,12/03/2016 20:00,98.20000,ug m-3,R
CT4,NO,12/03/2016 21:00,117.90000,ug m-3,R
CT4,NO,12/03/2016 22:00,165.60001,ug m-3,R
CT4,NO,12/03/2016 23:00,131.20000,ug m-3,R
CT4,NO,13/03/2016 00:00,124.10000,ug m-3,R
CT4,NO,13/03/2016 01:00,50.90000,ug m-3,R
CT4,NO,13/03/2016 02:00,49.30000,ug m-3,R
CT4,NO,13/03/2016 03:00,48.80000,ug m-3,R
CT4,NO,13/03/2016 04:00,28.40000,ug m-3,R
CT4,NO,13/03/2016 05:00,15.30000,ug m-3,R
CT4,NO,13/03/2016 06:00,10.60000,ug m-3,R
CT4,NO,13/03/2016 07:00,22.60000,ug m-3,R
CT4,NO,13/03/2016 08:00,35.60000,ug m-3,R
CT4,NO,13/03/2016 09:00,47.60000,ug m-3,R
CT4,NO,13/03/2016 10:00,52.10000,ug m-3,R
CT4,NO,13/03/2016 11:00,40.90000,ug m-3,R
CT4,NO,13/03/2016 12:00,32.00000,ug m-3,R
CT4,NO,13/03/2016 13:00,36.70000,ug m-3,R
CT4,NO,13/03/2016 14:00,29.10000,ug m-3,R
CT4,NO,13/03/2016 15:00,28.70000,ug m-3,R
CT4,NO,13/03/2016 16:00,29.90000,ug m-3,R
CT4,NO,13/03/2016 17:00,30.30000,ug m-3,R
CT4,NO,13/03/2016 18:00,50.40000,ug m-3,R
CT4,NO,13/03/2016 19:00,35.30000,ug m-3,R
CT4,NO,13/03/2016 20:00,41.20000,ug m-3,R
CT4,NO,13/03/2016 21:00,42.00000,ug m-3,R
CT4,NO,13/03/2016 22:00,38.50000,ug m-3,R
CT4,NO,13/03/2016 23:00,16.30000,ug m-3,R
CT4,NO,14/03/2016 00:00,16.20000,ug m-3,R
CT4,NO,14/03/2016 01:00,3.70000,ug m-3,R
CT4,NO,14/03/2016 02:00,3.80000,ug m-3,R
CT4,NO,14/03/2016 03:00,7.80000,ug m-3,R
CT4,NO,14/03/2016 04:00,7.80000,ug m-3,R
CT4,NO,14/03/2016 05:00,21.70000,ug m-3,R
CT4,NO,14/03/2016 06:00,64.20000,ug m-3,R
CT4,NO,14/03/2016 07:00,120.60000,ug m-3,R
CT4,NO,14/03/2016 08:00,125.10000,ug m-3,R
CT4,NO,14/03/2016 09:00,196.50000,ug m-3,R
CT4,NO,14/03/2016 10:00,236.10001,ug m-3,R
CT4,NO,14/03/2016 11:00,144.70000,ug m-3,R
CT4,NO,14/03/2016 12:00,167.00000,ug m-3,R
CT4,NO,14/03/2016 13:00,112.60000,ug m-3,R
CT4,NO,14/03/2016 14:00,121.30000,ug m-3,R
CT4,NO,14/03/2016 15:00,83.20000,ug m-3,R
CT4,NO,14/03/2016 16:00,113.20000,ug m-3,R
CT4,NO,14/03/2016 17:00,123.10000,ug m-3,R
CT4,NO,14/03/2016 18:00,71.50000,ug m-3,R
CT4,NO,14/03/2016 19:00,69.90000,ug m-3,R
CT4,NO,14/03/2016 20:00,98.10000,ug m-3,R
CT4,NO,14/03/2016 21:00,198.60001,ug m-3,R
CT4,NO,14/03/2016 22:00,87.40000,ug m-3,R
CT4,NO,14/03/2016 23:00,59.00000,ug m-3,R
CT4,NO,15/03/2016 00:00,39.80000,ug m-3,R
CT4,NO,15/03/2016 01:00,14.60000,ug m-3,R
CT4,NO,15/03/2016 02:00,8.50000,ug m-3,R
CT4,NO,15/03/2016 03:00,10.30000,ug m-3,R
CT4,NO,15/03/2016 04:00,14.30000,ug m-3,R
CT4,NO,15/03/2016 05:00,68.60000,ug m-3,R
CT4,NO,15/03/2016 06:00,339.70001,ug m-3,R
CT4,NO,15/03/2016 07:00,517.79999,ug m-3,R
CT4,NO,15/03/2016 08:00,427.89999,ug m-3,R
CT4,NO,15/03/2016 09:00,403.79999,ug m-3,R
CT4,NO,15/03/2016 10:00,544.09998,ug m-3,R
CT4,NO,15/03/2016 11:00,291.50000,ug m-3,R
CT4,NO,15/03/2016 12:00,373.29999,ug m-3,R
CT4,NO,15/03/2016 13:00,256.00000,ug m-3,R
CT4,NO,15/03/2016 14:00,174.10001,ug m-3,R
CT4,NO,15/03/2016 15:00,192.80000,ug m-3,R
CT4,NO,15/03/2016 16:00,127.50000,ug m-3,R
CT4,NO,15/03/2016 17:00,121.70000,ug m-3,R
CT4,NO,15/03/2016 18:00,137.00000,ug m-3,R
CT4,NO,15/03/2016 19:00,115.00000,ug m-3,R
CT4,NO,15/03/2016 20:00,87.80000,ug m-3,R
CT4,NO,15/03/2016 21:00,127.70000,ug m-3,R
CT4,NO,15/03/2016 22:00,144.30000,ug m-3,R
CT4,NO,15/03/2016 23:00,217.80000,ug m-3,R
CT4,NO,16/03/2016 00:00,37.40000,ug m-3,R
CT4,NO,16/03/2016 01:00,27.40000,ug m-3,R
CT4,NO,16/03/2016 02:00,15.50000,ug m-3,R
CT4,NO,16/03/2016 03:00,25.40000,ug m-3,R
CT4,NO,16/03/2016 04:00,9.10000,ug m-3,R
CT4,NO,16/03/2016 05:00,25.00000,ug m-3,R
CT4,NO,16/03/2016 06:00,93.10000,ug m-3,R
CT4,NO,16/03/2016 07:00,156.70000,ug m-3,R
CT4,NO,16/03/2016 08:00,184.70000,ug m-3,R
CT4,NO,16/03/2016 09:00,154.10001,ug m-3,R
CT4,NO,16/03/2016 10:00,251.10001,ug m-3,R
CT4,NO,16/03/2016 11:00,159.89999,ug m-3,R
CT4,NO,16/03/2016 12:00,197.70000,ug m-3,R
CT4,NO,16/03/2016 13:00,116.10000,ug m-3,R
CT4,NO,16/03/2016 14:00,91.00000,ug m-3,R
CT4,NO,16/03/2016 15:00,71.10000,ug m-3,R
CT4,NO,16/03/2016 16:00,99.70000,ug m-3,R
CT4,NO,16/03/2016 17:00,78.30000,ug m-3,R
CT4,NO,16/03/2016 18:00,84.60000,ug m-3,R
CT4,NO,16/03/2016 19:00,110.70000,ug m-3,R
CT4,NO,16/03/2016 20:00,62.10000,ug m-3,R
CT4,NO,16/03/2016 21:00,69.90000,ug m-3,R
CT4,NO,16/03/2016 22:00,99.30000,ug m-3,R
CT4,NO,16/03/2016 23:00,76.60000,ug m-3,R
CT4,NO,17/03/2016 00:00,71.60000,ug m-3,R
CT4,NO,17/03/2016 01:00,34.30000,ug m-3,R
CT4,NO,17/03/2016 02:00,20.90000,ug m-3,R
CT4,NO,17/03/2016 03:00,24.80000,ug m-3,R
CT4,NO,17/03/2016 04:00,34.00000,ug m-3,R
CT4,NO,17/03/2016 05:00,45.80000,ug m-3,R
CT4,NO,17/03/2016 06:00,140.00000,ug m-3,R
CT4,NO,17/03/2016 07:00,294.50000,ug m-3,R
CT4,NO,17/03/2016 08:00,339.50000,ug m-3,R
CT4,NO,17/03/2016 09:00,350.50000,ug m-3,R
CT4,NO,17/03/2016 10:00,421.70001,ug m-3,R
CT4,NO,17/03/2016 11:00,295.29999,ug m-3,R
CT4,NO,17/03/2016 12:00,253.30000,ug m-3,R
CT4,NO,17/03/2016 13:00,171.10001,ug m-3,R
CT4,NO,17/03/2016 14:00,150.00000,ug m-3,R
CT4,NO,17/03/2016 15:00,245.50000,ug m-3,R
CT4,NO,17/03/2016 16:00,245.30000,ug m-3,R
CT4,NO,17/03/2016 17:00,197.39999,ug m-3,R
CT4,NO,17/03/2016 18:00,361.79999,ug m-3,R
CT4,NO,17/03/2016 19:00,544.20001,ug m-3,R
CT4,NO,17/03/2016 20:00,192.70000,ug m-3,R
CT4,NO,17/03/2016 21:00,284.50000,ug m-3,R
CT4,NO,17/03/2016 22:00,336.60001,ug m-3,R
CT4,NO,17/03/2016 23:00,422.00000,ug m-3,R
CT4,NO,18/03/2016 00:00,174.10001,ug m-3,R
CT4,NO,18/03/2016 01:00,92.40000,ug m-3,R
CT4,NO,18/03/2016 02:00,38.90000,ug m-3,R
CT4,NO,18/03/2016 03:00,23.00000,ug m-3,R
CT4,NO,18/03/2016 04:00,9.90000,ug m-3,R
CT4,NO,18/03/2016 05:00,28.10000,ug m-3,R
CT4,NO,18/03/2016 06:00,94.60000,ug m-3,R
CT4,NO,18/03/2016 07:00,358.00000,ug m-3,R
CT4,NO,18/03/2016 08:00,339.60001,ug m-3,R
CT4,NO,18/03/2016 09:00,399.00000,ug m-3,R
CT4,NO,18/03/2016 10:00,375.50000,ug m-3,R
CT4,NO,18/03/2016 11:00,469.70001,ug m-3,R
CT4,NO,18/03/2016 12:00,228.39999,ug m-3,R
CT4,NO,18/03/2016 13:00,224.80000,ug m-3,R
CT4,NO,18/03/2016 14:00,293.50000,ug m-3,R
CT4,NO,18/03/2016 15:00,235.39999,ug m-3,R
CT4,NO,18/03/2016 16:00,152.89999,ug m-3,R
CT4,NO,18/03/2016 17:00,136.20000,ug m-3,R
CT4,NO,18/03/2016 18:00,282.20001,ug m-3,R
CT4,NO,18/03/2016 19:00,162.50000,ug m-3,R
CT4,NO,18/03/2016 20:00,119.40000,ug m-3,R
CT4,NO,18/03/2016 21:00,131.39999,ug m-3,R
CT4,NO,18/03/2016 22:00,268.39999,ug m-3,R
CT4,NO,18/03/2016 23:00,149.00000,ug m-3,R
CT4,NO,19/03/2016 00:00,175.00000,ug m-3,R
CT4,NO,19/03/2016 01:00,40.00000,ug m-3,R
CT4,NO,19/03/2016 02:00,30.20000,ug m-3,R
CT4,NO,19/03/2016 03:00,16.70000,ug m-3,R
CT4,NO,19/03/2016 04:00,13.60000,ug m-3,R
CT4,NO,19/03/2016 05:00,12.30000,ug m-3,R
CT4,NO,19/03/2016 06:00,19.70000,ug m-3,R
CT4,NO,19/03/2016 07:00,40.80000,ug m-3,R
CT4,NO,19/03/2016 08:00,77.80000,ug m-3,R
CT4,NO,19/03/2016 09:00,54.20000,ug m-3,R
CT4,NO,19/03/2016 10:00,55.50000,ug m-3,R
