Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,22/01/2015 18:00,1206.00000,ug m-3,R
CT4,NO,22/01/2015 19:00,894.29999,ug m-3,R
CT4,NO,22/01/2015 20:00,215.10001,ug m-3,R
CT4,NO,22/01/2015 21:00,375.79999,ug m-3,R
CT4,NO,22/01/2015 22:00,615.70001,ug m-3,R
CT4,NO,22/01/2015 23:00,243.50000,ug m-3,R
CT4,NO,23/01/2015 00:00,226.60001,ug m-3,R
CT4,NO,23/01/2015 01:00,119.80000,ug m-3,R
CT4,NO,23/01/2015 02:00,82.10000,ug m-3,R
CT4,NO,23/01/2015 03:00,50.80000,ug m-3,R
CT4,NO,23/01/2015 04:00,100.20000,ug m-3,R
CT4,NO,23/01/2015 05:00,168.00000,ug m-3,R
CT4,NO,23/01/2015 06:00,440.29999,ug m-3,R
CT4,NO,23/01/2015 07:00,698.79999,ug m-3,R
CT4,NO,23/01/2015 08:00,1295.19995,ug m-3,R
CT4,NO,23/01/2015 09:00,1007.70001,ug m-3,R
CT4,NO,23/01/2015 10:00,587.90002,ug m-3,R
CT4,NO,23/01/2015 11:00,366.00000,ug m-3,R
CT4,NO,23/01/2015 12:00,296.50000,ug m-3,R
CT4,NO,23/01/2015 13:00,232.39999,ug m-3,R
CT4,NO,23/01/2015 14:00,175.80000,ug m-3,R
CT4,NO,23/01/2015 15:00,126.10000,ug m-3,R
CT4,NO,23/01/2015 16:00,235.20000,ug m-3,R
CT4,NO,23/01/2015 17:00,112.70000,ug m-3,R
CT4,NO,23/01/2015 18:00,163.80000,ug m-3,R
CT4,NO,23/01/2015 19:00,134.89999,ug m-3,R
CT4,NO,23/01/2015 20:00,63.70000,ug m-3,R
CT4,NO,23/01/2015 21:00,125.00000,ug m-3,R
CT4,NO,23/01/2015 22:00,104.80000,ug m-3,R
CT4,NO,23/01/2015 23:00,82.00000,ug m-3,R
CT4,NO,24/01/2015 00:00,40.90000,ug m-3,R
CT4,NO,24/01/2015 01:00,23.50000,ug m-3,R
CT4,NO,24/01/2015 02:00,4.90000,ug m-3,R
CT4,NO,24/01/2015 03:00,4.70000,ug m-3,R
CT4,NO,24/01/2015 04:00,10.10000,ug m-3,R
CT4,NO,24/01/2015 05:00,8.90000,ug m-3,R
CT4,NO,24/01/2015 06:00,12.80000,ug m-3,R
CT4,NO,24/01/2015 07:00,31.80000,ug m-3,R
CT4,NO,24/01/2015 08:00,86.40000,ug m-3,R
CT4,NO,24/01/2015 09:00,72.10000,ug m-3,R
CT4,NO,24/01/2015 10:00,56.10000,ug m-3,R
CT4,NO,24/01/2015 11:00,45.10000,ug m-3,R
CT4,NO,24/01/2015 12:00,26.90000,ug m-3,R
CT4,NO,24/01/2015 13:00,44.90000,ug m-3,R
CT4,NO,24/01/2015 14:00,33.50000,ug m-3,R
CT4,NO,24/01/2015 15:00,47.70000,ug m-3,R
CT4,NO,24/01/2015 16:00,97.90000,ug m-3,R
CT4,NO,24/01/2015 17:00,115.90000,ug m-3,R
CT4,NO,24/01/2015 18:00,203.00000,ug m-3,R
CT4,NO,24/01/2015 19:00,180.80000,ug m-3,R
CT4,NO,24/01/2015 20:00,160.20000,ug m-3,R
CT4,NO,24/01/2015 21:00,178.89999,ug m-3,R
CT4,NO,24/01/2015 22:00,227.39999,ug m-3,R
CT4,NO,24/01/2015 23:00,154.39999,ug m-3,R
CT4,NO,25/01/2015 00:00,129.89999,ug m-3,R
CT4,NO,25/01/2015 01:00,70.90000,ug m-3,R
CT4,NO,25/01/2015 02:00,74.60000,ug m-3,R
CT4,NO,25/01/2015 03:00,30.00000,ug m-3,R
CT4,NO,25/01/2015 04:00,31.00000,ug m-3,R
CT4,NO,25/01/2015 05:00,34.60000,ug m-3,R
CT4,NO,25/01/2015 06:00,27.60000,ug m-3,R
CT4,NO,25/01/2015 07:00,79.60000,ug m-3,R
CT4,NO,25/01/2015 08:00,76.80000,ug m-3,R
CT4,NO,25/01/2015 09:00,100.70000,ug m-3,R
CT4,NO,25/01/2015 10:00,71.20000,ug m-3,R
CT4,NO,25/01/2015 11:00,75.70000,ug m-3,R
CT4,NO,25/01/2015 12:00,53.40000,ug m-3,R
CT4,NO,25/01/2015 13:00,50.70000,ug m-3,R
CT4,NO,25/01/2015 14:00,40.80000,ug m-3,R
CT4,NO,25/01/2015 15:00,72.20000,ug m-3,R
CT4,NO,25/01/2015 16:00,39.20000,ug m-3,R
CT4,NO,25/01/2015 17:00,39.20000,ug m-3,R
CT4,NO,25/01/2015 18:00,51.90000,ug m-3,R
CT4,NO,25/01/2015 19:00,48.30000,ug m-3,R
CT4,NO,25/01/2015 20:00,41.90000,ug m-3,R
CT4,NO,25/01/2015 21:00,27.10000,ug m-3,R
CT4,NO,25/01/2015 22:00,53.70000,ug m-3,R
CT4,NO,25/01/2015 23:00,18.80000,ug m-3,R
CT4,NO,26/01/2015 00:00,16.30000,ug m-3,R
CT4,NO,26/01/2015 01:00,4.50000,ug m-3,R
CT4,NO,26/01/2015 02:00,4.90000,ug m-3,R
CT4,NO,26/01/2015 03:00,8.90000,ug m-3,R
CT4,NO,26/01/2015 04:00,14.30000,ug m-3,R
CT4,NO,26/01/2015 05:00,30.60000,ug m-3,R
CT4,NO,26/01/2015 06:00,134.00000,ug m-3,R
CT4,NO,26/01/2015 07:00,299.39999,ug m-3,R
CT4,NO,26/01/2015 08:00,875.09998,ug m-3,R
CT4,NO,26/01/2015 09:00,809.50000,ug m-3,R
CT4,NO,26/01/2015 10:00,397.70001,ug m-3,R
CT4,NO,26/01/2015 11:00,368.70001,ug m-3,R
CT4,NO,26/01/2015 12:00,151.20000,ug m-3,R
CT4,NO,26/01/2015 13:00,178.60001,ug m-3,R
CT4,NO,26/01/2015 14:00,104.80000,ug m-3,R
CT4,NO,26/01/2015 15:00,127.20000,ug m-3,R
CT4,NO,26/01/2015 16:00,216.70000,ug m-3,R
CT4,NO,26/01/2015 17:00,323.20001,ug m-3,R
CT4,NO,26/01/2015 18:00,255.60001,ug m-3,R
CT4,NO,26/01/2015 19:00,166.20000,ug m-3,R
CT4,NO,26/01/2015 20:00,87.90000,ug m-3,R
CT4,NO,26/01/2015 21:00,133.20000,ug m-3,R
CT4,NO,26/01/2015 22:00,130.00000,ug m-3,R
CT4,NO,26/01/2015 23:00,100.40000,ug m-3,R
CT4,NO,27/01/2015 00:00,34.10000,ug m-3,R
CT4,NO,27/01/2015 01:00,10.40000,ug m-3,R
CT4,NO,27/01/2015 02:00,16.00000,ug m-3,R
CT4,NO,27/01/2015 03:00,5.10000,ug m-3,R
CT4,NO,27/01/2015 04:00,33.10000,ug m-3,R
CT4,NO,27/01/2015 05:00,39.40000,ug m-3,R
CT4,NO,27/01/2015 06:00,198.30000,ug m-3,R
CT4,NO,27/01/2015 07:00,337.89999,ug m-3,R
CT4,NO,27/01/2015 08:00,656.29999,ug m-3,R
CT4,NO,27/01/2015 09:00,769.09998,ug m-3,R
CT4,NO,27/01/2015 10:00,706.29999,ug m-3,R
CT4,NO,27/01/2015 11:00,947.79999,ug m-3,R
CT4,NO,27/01/2015 12:00,353.50000,ug m-3,R
CT4,NO,27/01/2015 13:00,400.60001,ug m-3,R
CT4,NO,27/01/2015 14:00,358.50000,ug m-3,R
CT4,NO,27/01/2015 15:00,360.60001,ug m-3,R
CT4,NO,27/01/2015 16:00,431.10001,ug m-3,R
CT4,NO,27/01/2015 17:00,490.29999,ug m-3,R
CT4,NO,27/01/2015 18:00,355.79999,ug m-3,R
CT4,NO,27/01/2015 19:00,121.00000,ug m-3,R
CT4,NO,27/01/2015 20:00,102.20000,ug m-3,R
CT4,NO,27/01/2015 21:00,134.89999,ug m-3,R
CT4,NO,27/01/2015 22:00,96.00000,ug m-3,R
CT4,NO,27/01/2015 23:00,46.50000,ug m-3,R
CT4,NO,28/01/2015 00:00,26.00000,ug m-3,R
CT4,NO,28/01/2015 01:00,9.80000,ug m-3,R
CT4,NO,28/01/2015 02:00,4.20000,ug m-3,R
CT4,NO,28/01/2015 03:00,5.20000,ug m-3,R
CT4,NO,28/01/2015 04:00,6.90000,ug m-3,R
CT4,NO,28/01/2015 05:00,8.40000,ug m-3,R
CT4,NO,28/01/2015 06:00,35.80000,ug m-3,R
CT4,NO,28/01/2015 07:00,92.90000,ug m-3,R
CT4,NO,28/01/2015 08:00,103.30000,ug m-3,R
CT4,NO,28/01/2015 09:00,142.00000,ug m-3,R
CT4,NO,28/01/2015 10:00,160.80000,ug m-3,R
CT4,NO,28/01/2015 11:00,143.20000,ug m-3,R
CT4,NO,28/01/2015 12:00,194.39999,ug m-3,R
CT4,NO,28/01/2015 13:00,272.39999,ug m-3,R
CT4,NO,28/01/2015 14:00,189.80000,ug m-3,R
CT4,NO,28/01/2015 15:00,188.20000,ug m-3,R
CT4,NO,28/01/2015 16:00,154.39999,ug m-3,R
CT4,NO,28/01/2015 17:00,192.30000,ug m-3,R
CT4,NO,28/01/2015 18:00,308.39999,ug m-3,R
CT4,NO,28/01/2015 19:00,143.60001,ug m-3,R
CT4,NO,28/01/2015 20:00,78.40000,ug m-3,R
CT4,NO,28/01/2015 21:00,93.80000,ug m-3,R
CT4,NO,28/01/2015 22:00,82.70000,ug m-3,R
CT4,NO,28/01/2015 23:00,69.50000,ug m-3,R
CT4,NO,29/01/2015 00:00,32.10000,ug m-3,R
CT4,NO,29/01/2015 01:00,14.70000,ug m-3,R
CT4,NO,29/01/2015 02:00,8.60000,ug m-3,R
CT4,NO,29/01/2015 03:00,6.20000,ug m-3,R
CT4,NO,29/01/2015 04:00,6.60000,ug m-3,R
CT4,NO,29/01/2015 05:00,13.90000,ug m-3,R
CT4,NO,29/01/2015 06:00,72.20000,ug m-3,R
CT4,NO,29/01/2015 07:00,152.50000,ug m-3,R
CT4,NO,29/01/2015 08:00,278.60001,ug m-3,R
CT4,NO,29/01/2015 09:00,274.20001,ug m-3,R
CT4,NO,29/01/2015 10:00,291.39999,ug m-3,R
CT4,NO,29/01/2015 11:00,273.50000,ug m-3,R
CT4,NO,29/01/2015 12:00,201.39999,ug m-3,R
CT4,NO,29/01/2015 13:00,170.89999,ug m-3,R
CT4,NO,29/01/2015 14:00,122.50000,ug m-3,R
CT4,NO,29/01/2015 15:00,231.39999,ug m-3,R
CT4,NO,29/01/2015 16:00,318.89999,ug m-3,R
CT4,NO,29/01/2015 17:00,362.70001,ug m-3,R
CT4,NO,29/01/2015 18:00,548.00000,ug m-3,R
CT4,NO,29/01/2015 19:00,530.00000,ug m-3,R
CT4,NO,29/01/2015 20:00,153.60001,ug m-3,R
CT4,NO,29/01/2015 21:00,253.30000,ug m-3,R
CT4,NO,29/01/2015 22:00,222.30000,ug m-3,R
CT4,NO,29/01/2015 23:00,113.00000,ug m-3,R
CT4,NO,30/01/2015 00:00,58.30000,ug m-3,R
CT4,NO,30/01/2015 01:00,29.40000,ug m-3,R
CT4,NO,30/01/2015 02:00,20.10000,ug m-3,R
CT4,NO,30/01/2015 03:00,15.70000,ug m-3,R
CT4,NO,30/01/2015 04:00,14.10000,ug m-3,R
CT4,NO,30/01/2015 05:00,35.80000,ug m-3,R
CT4,NO,30/01/2015 06:00,148.60001,ug m-3,R
CT4,NO,30/01/2015 07:00,298.00000,ug m-3,R
CT4,NO,30/01/2015 08:00,259.20001,ug m-3,R
CT4,NO,30/01/2015 09:00,404.10001,ug m-3,R
CT4,NO,30/01/2015 10:00,593.00000,ug m-3,R
CT4,NO,30/01/2015 11:00,346.29999,ug m-3,R
CT4,NO,30/01/2015 12:00,253.39999,ug m-3,R
CT4,NO,30/01/2015 13:00,266.79999,ug m-3,R
CT4,NO,30/01/2015 14:00,299.20001,ug m-3,R
CT4,NO,30/01/2015 15:00,360.00000,ug m-3,R
CT4,NO,30/01/2015 16:00,474.50000,ug m-3,R
CT4,NO,30/01/2015 17:00,448.60001,ug m-3,R
CT4,NO,30/01/2015 18:00,462.29999,ug m-3,R
CT4,NO,30/01/2015 19:00,524.20001,ug m-3,R
CT4,NO,30/01/2015 20:00,469.00000,ug m-3,R
CT4,NO,30/01/2015 21:00,225.00000,ug m-3,R
CT4,NO,30/01/2015 22:00,389.29999,ug m-3,R
CT4,NO,30/01/2015 23:00,195.10001,ug m-3,R
CT4,NO,31/01/2015 00:00,93.30000,ug m-3,R
CT4,NO,31/01/2015 01:00,46.70000,ug m-3,R
CT4,NO,31/01/2015 02:00,45.70000,ug m-3,R
CT4,NO,31/01/2015 03:00,35.70000,ug m-3,R
CT4,NO,31/01/2015 04:00,22.10000,ug m-3,R
CT4,NO,31/01/2015 05:00,22.90000,ug m-3,R
CT4,NO,31/01/2015 06:00,46.10000,ug m-3,R
CT4,NO,31/01/2015 07:00,58.80000,ug m-3,R
CT4,NO,31/01/2015 08:00,137.10001,ug m-3,R
CT4,NO,31/01/2015 09:00,195.60001,ug m-3,R
CT4,NO,31/01/2015 10:00,58.50000,ug m-3,R
CT4,NO,31/01/2015 11:00,80.60000,ug m-3,R
CT4,NO,31/01/2015 12:00,59.50000,ug m-3,R
CT4,NO,31/01/2015 13:00,68.60000,ug m-3,R
CT4,NO,31/01/2015 14:00,25.80000,ug m-3,R
CT4,NO,31/01/2015 15:00,18.10000,ug m-3,R
CT4,NO,31/01/2015 16:00,34.00000,ug m-3,R
CT4,NO,31/01/2015 17:00,29.80000,ug m-3,R
CT4,NO,31/01/2015 18:00,21.40000,ug m-3,R
CT4,NO,31/01/2015 19:00,26.00000,ug m-3,R
CT4,NO,31/01/2015 20:00,21.10000,ug m-3,R
CT4,NO,31/01/2015 21:00,87.10000,ug m-3,R
CT4,NO,31/01/2015 22:00,38.70000,ug m-3,R
CT4,NO,31/01/2015 23:00,45.10000,ug m-3,R
CT4,NO,01/02/2015 00:00,27.20000,ug m-3,R
CT4,NO,01/02/2015 01:00,11.30000,ug m-3,R
CT4,NO,01/02/2015 02:00,10.70000,ug m-3,R
CT4,NO,01/02/2015 03:00,9.20000,ug m-3,R
CT4,NO,01/02/2015 04:00,4.90000,ug m-3,R
CT4,NO,01/02/2015 05:00,7.30000,ug m-3,R
CT4,NO,01/02/2015 06:00,3.80000,ug m-3,R
CT4,NO,01/02/2015 07:00,4.00000,ug m-3,R
CT4,NO,01/02/2015 08:00,5.20000,ug m-3,R
CT4,NO,01/02/2015 09:00,9.40000,ug m-3,R
CT4,NO,01/02/2015 10:00,18.90000,ug m-3,R
CT4,NO,01/02/2015 11:00,24.50000,ug m-3,R
CT4,NO,01/02/2015 12:00,17.70000,ug m-3,R
CT4,NO,01/02/2015 13:00,17.00000,ug m-3,R
CT4,NO,01/02/2015 14:00,25.50000,ug m-3,R
CT4,NO,01/02/2015 15:00,11.40000,ug m-3,R
CT4,NO,01/02/2015 16:00,22.50000,ug m-3,R
CT4,NO,01/02/2015 17:00,38.30000,ug m-3,R
CT4,NO,01/02/2015 18:00,26.70000,ug m-3,R
CT4,NO,01/02/2015 19:00,60.90000,ug m-3,R
CT4,NO,01/02/2015 20:00,40.30000,ug m-3,R
CT4,NO,01/02/2015 21:00,65.70000,ug m-3,R
CT4,NO,01/02/2015 22:00,101.30000,ug m-3,R
CT4,NO,01/02/2015 23:00,28.10000,ug m-3,R
CT4,NO,02/02/2015 00:00,36.50000,ug m-3,R
CT4,NO,02/02/2015 01:00,15.20000,ug m-3,R
CT4,NO,02/02/2015 02:00,10.40000,ug m-3,R
CT4,NO,02/02/2015 03:00,17.20000,ug m-3,R
CT4,NO,02/02/2015 04:00,10.60000,ug m-3,R
CT4,NO,02/02/2015 05:00,26.10000,ug m-3,R
CT4,NO,02/02/2015 06:00,122.20000,ug m-3,R
CT4,NO,02/02/2015 07:00,485.89999,ug m-3,R
CT4,NO,02/02/2015 08:00,617.29999,ug m-3,R
CT4,NO,02/02/2015 09:00,1260.00000,ug m-3,R
CT4,NO,02/02/2015 10:00,640.70001,ug m-3,R
CT4,NO,02/02/2015 11:00,665.20001,ug m-3,R
CT4,NO,02/02/2015 12:00,341.89999,ug m-3,R
CT4,NO,02/02/2015 13:00,246.70000,ug m-3,R
CT4,NO,02/02/2015 14:00,286.60001,ug m-3,R
CT4,NO,02/02/2015 15:00,262.89999,ug m-3,R
CT4,NO,02/02/2015 16:00,186.20000,ug m-3,R
CT4,NO,02/02/2015 17:00,293.10001,ug m-3,R
CT4,NO,02/02/2015 18:00,407.60001,ug m-3,R
CT4,NO,02/02/2015 19:00,207.80000,ug m-3,R
CT4,NO,02/02/2015 20:00,180.30000,ug m-3,R
CT4,NO,02/02/2015 21:00,493.20001,ug m-3,R
CT4,NO,02/02/2015 22:00,366.50000,ug m-3,R
CT4,NO,02/02/2015 23:00,191.30000,ug m-3,R
CT4,NO,03/02/2015 00:00,131.80000,ug m-3,R
CT4,NO,03/02/2015 01:00,46.80000,ug m-3,R
CT4,NO,03/02/2015 02:00,36.40000,ug m-3,R
CT4,NO,03/02/2015 03:00,34.10000,ug m-3,R
CT4,NO,03/02/2015 04:00,34.10000,ug m-3,R
CT4,NO,03/02/2015 05:00,46.40000,ug m-3,R
CT4,NO,03/02/2015 06:00,103.80000,ug m-3,R
CT4,NO,03/02/2015 07:00,195.60001,ug m-3,R
CT4,NO,03/02/2015 08:00,479.79999,ug m-3,R
CT4,NO,03/02/2015 09:00,764.59998,ug m-3,R
CT4,NO,03/02/2015 10:00,349.70001,ug m-3,R
CT4,NO,03/02/2015 11:00,810.00000,ug m-3,R
CT4,NO,03/02/2015 12:00,564.90002,ug m-3,R
CT4,NO,03/02/2015 13:00,257.29999,ug m-3,R
CT4,NO,03/02/2015 14:00,212.70000,ug m-3,R
CT4,NO,03/02/2015 15:00,293.10001,ug m-3,R
CT4,NO,03/02/2015 16:00,217.80000,ug m-3,R
CT4,NO,03/02/2015 17:00,184.50000,ug m-3,R
CT4,NO,03/02/2015 18:00,312.39999,ug m-3,R
CT4,NO,03/02/2015 19:00,181.70000,ug m-3,R
CT4,NO,03/02/2015 20:00,138.20000,ug m-3,R
CT4,NO,03/02/2015 21:00,133.50000,ug m-3,R
CT4,NO,03/02/2015 22:00,113.80000,ug m-3,R
CT4,NO,03/02/2015 23:00,161.00000,ug m-3,R
CT4,NO,04/02/2015 00:00,131.39999,ug m-3,R
CT4,NO,04/02/2015 01:00,39.10000,ug m-3,R
CT4,NO,04/02/2015 02:00,36.70000,ug m-3,R
CT4,NO,04/02/2015 03:00,20.20000,ug m-3,R
CT4,NO,04/02/2015 04:00,23.90000,ug m-3,R
CT4,NO,04/02/2015 05:00,49.50000,ug m-3,R
CT4,NO,04/02/2015 06:00,77.10000,ug m-3,R
CT4,NO,04/02/2015 07:00,171.80000,ug m-3,R
CT4,NO,04/02/2015 08:00,492.79999,ug m-3,R
CT4,NO,04/02/2015 09:00,496.10001,ug m-3,R
CT4,NO,04/02/2015 10:00,694.90002,ug m-3,R
CT4,NO,04/02/2015 11:00,401.50000,ug m-3,R
CT4,NO,04/02/2015 12:00,403.79999,ug m-3,R
CT4,NO,04/02/2015 13:00,372.10001,ug m-3,R
CT4,NO,04/02/2015 14:00,226.60001,ug m-3,R
CT4,NO,04/02/2015 15:00,173.60001,ug m-3,R
CT4,NO,04/02/2015 16:00,243.39999,ug m-3,R
CT4,NO,04/02/2015 17:00,212.50000,ug m-3,R
CT4,NO,04/02/2015 18:00,321.39999,ug m-3,R
CT4,NO,04/02/2015 19:00,205.60001,ug m-3,R
CT4,NO,04/02/2015 20:00,135.20000,ug m-3,R
CT4,NO,04/02/2015 21:00,234.20000,ug m-3,R
CT4,NO,04/02/2015 22:00,378.89999,ug m-3,R
CT4,NO,04/02/2015 23:00,114.00000,ug m-3,R
CT4,NO,05/02/2015 00:00,87.80000,ug m-3,R
CT4,NO,05/02/2015 01:00,52.60000,ug m-3,R
CT4,NO,05/02/2015 02:00,22.10000,ug m-3,R
CT4,NO,05/02/2015 03:00,19.30000,ug m-3,R
CT4,NO,05/02/2015 04:00,17.30000,ug m-3,R
CT4,NO,05/02/2015 05:00,15.00000,ug m-3,R
CT4,NO,05/02/2015 06:00,62.20000,ug m-3,R
CT4,NO,05/02/2015 07:00,237.60001,ug m-3,R
CT4,NO,05/02/2015 08:00,483.50000,ug m-3,R
CT4,NO,05/02/2015 09:00,437.60001,ug m-3,R
CT4,NO,05/02/2015 10:00,501.00000,ug m-3,R
CT4,NO,05/02/2015 11:00,331.10001,ug m-3,R
CT4,NO,05/02/2015 12:00,427.39999,ug m-3,R
CT4,NO,05/02/2015 13:00,226.10001,ug m-3,R
CT4,NO,05/02/2015 14:00,160.60001,ug m-3,R
CT4,NO,05/02/2015 15:00,144.70000,ug m-3,R
CT4,NO,05/02/2015 16:00,109.20000,ug m-3,R
CT4,NO,05/02/2015 17:00,139.30000,ug m-3,R
CT4,NO,05/02/2015 18:00,191.70000,ug m-3,R
CT4,NO,05/02/2015 19:00,111.60000,ug m-3,R
CT4,NO,05/02/2015 20:00,89.80000,ug m-3,R
CT4,NO,05/02/2015 21:00,116.40000,ug m-3,R
CT4,NO,05/02/2015 22:00,191.20000,ug m-3,R
CT4,NO,05/02/2015 23:00,72.10000,ug m-3,R
CT4,NO,06/02/2015 00:00,83.30000,ug m-3,R
CT4,NO,06/02/2015 01:00,44.90000,ug m-3,R
CT4,NO,06/02/2015 02:00,21.30000,ug m-3,R
CT4,NO,06/02/2015 03:00,16.70000,ug m-3,R
CT4,NO,06/02/2015 04:00,17.60000,ug m-3,R
CT4,NO,06/02/2015 05:00,18.70000,ug m-3,R
CT4,NO,06/02/2015 06:00,55.00000,ug m-3,R
CT4,NO,06/02/2015 07:00,113.60000,ug m-3,R
CT4,NO,06/02/2015 08:00,304.79999,ug m-3,R
CT4,NO,06/02/2015 09:00,155.60001,ug m-3,R
CT4,NO,06/02/2015 10:00,179.60001,ug m-3,R
CT4,NO,06/02/2015 11:00,143.20000,ug m-3,R
CT4,NO,06/02/2015 12:00,207.00000,ug m-3,R
CT4,NO,06/02/2015 13:00,120.50000,ug m-3,R
CT4,NO,06/02/2015 14:00,113.90000,ug m-3,R
CT4,NO,06/02/2015 15:00,104.50000,ug m-3,R
CT4,NO,06/02/2015 16:00,86.90000,ug m-3,R
CT4,NO,06/02/2015 17:00,103.90000,ug m-3,R
CT4,NO,06/02/2015 18:00,120.90000,ug m-3,R
CT4,NO,06/02/2015 19:00,111.50000,ug m-3,R
CT4,NO,06/02/2015 20:00,93.70000,ug m-3,R
CT4,NO,06/02/2015 21:00,101.20000,ug m-3,R
CT4,NO,06/02/2015 22:00,289.10001,ug m-3,R
CT4,NO,06/02/2015 23:00,148.50000,ug m-3,R
CT4,NO,07/02/2015 00:00,101.20000,ug m-3,R
CT4,NO,07/02/2015 01:00,49.20000,ug m-3,R
CT4,NO,07/02/2015 02:00,52.30000,ug m-3,R
CT4,NO,07/02/2015 03:00,67.30000,ug m-3,R
CT4,NO,07/02/2015 04:00,48.90000,ug m-3,R
CT4,NO,07/02/2015 05:00,44.40000,ug m-3,R
CT4,NO,07/02/2015 06:00,76.40000,ug m-3,R
CT4,NO,07/02/2015 07:00,92.00000,ug m-3,R
CT4,NO,07/02/2015 08:00,139.80000,ug m-3,R
CT4,NO,07/02/2015 09:00,156.39999,ug m-3,R
CT4,NO,07/02/2015 10:00,159.70000,ug m-3,R
CT4,NO,07/02/2015 11:00,157.89999,ug m-3,R
CT4,NO,07/02/2015 12:00,142.39999,ug m-3,R
CT4,NO,07/02/2015 13:00,124.70000,ug m-3,R
CT4,NO,07/02/2015 14:00,101.10000,ug m-3,R
CT4,NO,07/02/2015 15:00,102.40000,ug m-3,R
CT4,NO,07/02/2015 16:00,90.20000,ug m-3,R
CT4,NO,07/02/2015 17:00,108.90000,ug m-3,R
CT4,NO,07/02/2015 18:00,119.30000,ug m-3,R
CT4,NO,07/02/2015 19:00,87.40000,ug m-3,R
CT4,NO,07/02/2015 20:00,95.10000,ug m-3,R
CT4,NO,07/02/2015 21:00,79.90000,ug m-3,R
CT4,NO,07/02/2015 22:00,319.10001,ug m-3,R
CT4,NO,07/02/2015 23:00,165.60001,ug m-3,R
CT4,NO,08/02/2015 00:00,115.10000,ug m-3,R
CT4,NO,08/02/2015 01:00,46.20000,ug m-3,R
CT4,NO,08/02/2015 02:00,49.60000,ug m-3,R
CT4,NO,08/02/2015 03:00,18.40000,ug m-3,R
CT4,NO,08/02/2015 04:00,8.50000,ug m-3,R
CT4,NO,08/02/2015 05:00,15.20000,ug m-3,R
CT4,NO,08/02/2015 06:00,43.10000,ug m-3,R
CT4,NO,08/02/2015 07:00,44.50000,ug m-3,R
CT4,NO,08/02/2015 08:00,43.60000,ug m-3,R
CT4,NO,08/02/2015 09:00,50.30000,ug m-3,R
CT4,NO,08/02/2015 10:00,58.90000,ug m-3,R
CT4,NO,08/02/2015 11:00,61.00000,ug m-3,R
CT4,NO,08/02/2015 12:00,58.50000,ug m-3,R
CT4,NO,08/02/2015 13:00,67.50000,ug m-3,R
CT4,NO,08/02/2015 14:00,81.40000,ug m-3,R
CT4,NO,08/02/2015 15:00,88.00000,ug m-3,R
CT4,NO,08/02/2015 16:00,181.00000,ug m-3,R
CT4,NO,08/02/2015 17:00,144.20000,ug m-3,R
CT4,NO,08/02/2015 18:00,190.00000,ug m-3,R
CT4,NO,08/02/2015 19:00,155.60001,ug m-3,R
CT4,NO,08/02/2015 20:00,136.00000,ug m-3,R
CT4,NO,08/02/2015 21:00,115.90000,ug m-3,R
CT4,NO,08/02/2015 22:00,99.90000,ug m-3,R
CT4,NO,08/02/2015 23:00,52.70000,ug m-3,R
CT4,NO,09/02/2015 00:00,25.40000,ug m-3,R
CT4,NO,09/02/2015 01:00,9.90000,ug m-3,R
CT4,NO,09/02/2015 02:00,9.70000,ug m-3,R
CT4,NO,09/02/2015 03:00,9.90000,ug m-3,R
CT4,NO,09/02/2015 04:00,22.90000,ug m-3,R
CT4,NO,09/02/2015 05:00,31.50000,ug m-3,R
CT4,NO,09/02/2015 06:00,149.60001,ug m-3,R
CT4,NO,09/02/2015 07:00,360.29999,ug m-3,R
CT4,NO,09/02/2015 08:00,1133.59998,ug m-3,R
CT4,NO,09/02/2015 09:00,1527.00000,ug m-3,R
CT4,NO,09/02/2015 10:00,546.90002,ug m-3,R
CT4,NO,09/02/2015 11:00,762.50000,ug m-3,R
CT4,NO,09/02/2015 12:00,592.09998,ug m-3,R
CT4,NO,09/02/2015 13:00,418.10001,ug m-3,R
CT4,NO,09/02/2015 14:00,456.79999,ug m-3,R
CT4,NO,09/02/2015 15:00,452.50000,ug m-3,R
CT4,NO,09/02/2015 16:00,468.20001,ug m-3,R
CT4,NO,09/02/2015 17:00,502.10001,ug m-3,R
CT4,NO,09/02/2015 18:00,453.10001,ug m-3,R
CT4,NO,09/02/2015 19:00,359.60001,ug m-3,R
CT4,NO,09/02/2015 20:00,256.79999,ug m-3,R
CT4,NO,09/02/2015 21:00,334.89999,ug m-3,R
CT4,NO,09/02/2015 22:00,327.89999,ug m-3,R
CT4,NO,09/02/2015 23:00,306.10001,ug m-3,R
CT4,NO,10/02/2015 00:00,248.10001,ug m-3,R
CT4,NO,10/02/2015 01:00,225.10001,ug m-3,R
CT4,NO,10/02/2015 02:00,181.70000,ug m-3,R
CT4,NO,10/02/2015 03:00,152.70000,ug m-3,R
CT4,NO,10/02/2015 04:00,193.50000,ug m-3,R
CT4,NO,10/02/2015 05:00,120.80000,ug m-3,R
CT4,NO,10/02/2015 06:00,196.39999,ug m-3,R
CT4,NO,10/02/2015 07:00,371.10001,ug m-3,R
CT4,NO,10/02/2015 08:00,914.59998,ug m-3,R
CT4,NO,10/02/2015 09:00,816.40002,ug m-3,R
CT4,NO,10/02/2015 10:00,422.60001,ug m-3,R
CT4,NO,10/02/2015 11:00,521.20001,ug m-3,R
